"Topic Title","Topic Description","Topic Number",Phase,Program,Agency,Branch,"Close Date","Release Date","Open Date","Solicitation Agency URL","Solicitation Status","Solicitation Year",SBIRTopicLink
"Multi-Frequency Coverage Unit with Broad Band Interference and Designed Canceller","An innovative canceller unit is sought after in a CNI (Communications, Navigation, Identification) system and retains communication/connectivity in an on-board interference environment. Modern CNI systems can be frequency agile using rapid frequency hopping to reduce susceptibility to narrow band jamming. This canceller will retain connectivity/communication with other aircraft and ground CNI systems to at least 120nms apart. With this CNI system is a TDMA-based (Time Division Multiple Access) secure, high-speed digital data link and does multiple random hops frequency. This canceller must be capability to handle high power in both transmit (UHF) and receive (UHF + interference).  Work produced in Phase II may become classified. Note: The prospective contractor(s) must be U.S. owned and operated with no foreign influence as defined by 32 U.S.C. § 2004.20 et seq., National Industrial Security Program Executive Agent and Operating Manual, unless acceptable mitigating procedures can and have been implemented and approved by the Defense Counterintelligence and Security Agency (DCSA) formerly Defense Security Service (DSS). The selected contractor and/or subcontractor must be able to acquire and maintain a secret level facility and Personnel Security Clearances. This will allow contractor personnel to perform on advanced phases of this project as set forth by DCSA and NAVAIR in order to gain access to classified information pertaining to the national defense of the United States and its allies; this will be an inherent requirement. The selected company will be required to safeguard classified material during the advanced phases of this contract IAW the National Industrial Security Program Operating Manual (NISPOM), which can be found at Title 32, Part 2004.20 of the Code of Federal Regulations.",DON26BZ05-NV070,BOTH,SBIR,DOD,NAVY,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12853
"High Performance Electrolytic Coating Touch-Up Repairs for Aluminum","Corrosion protection for aerospace aluminum primarily relies on two inorganic coatings: chromate conversion coating and anodize coatings. Anodizing provides a superior barrier against corrosion, especially in harsh salt-water environments. In contrast, chromate conversion coatings (e.g., Alodine, Iridite) offer less protection but are significantly easier to apply, requiring a simple, non-electrolytic chemical application.   This difference in application creates a maintenance challenge. Anodizing is a complex process generally restricted to depot or Original Equipment Manufacturer (OEM) production facilities. Field repairs on anodized components, which can comprise up to 5% of the surface area under MIL-PRF-8625, often fall back on the use of easier-to-apply chromate conversion coatings. Touch-up pens, in particular, are widely used in aviation maintenance, from large depots to resource-constrained fleet environments. However, when used on an anodized part, these chromate repairs create a point of weakness that is more susceptible to corrosion.  A third alternative, electrolytic conversion coating, has been developed to bridge the performance gap between these two methods. Recent studies at NAVAIR demonstrate that applying a small electrical current (several hundred milliamps per square foot) during the conversion coating process significantly enhances corrosion resistance. Currently, the equipment required for this process restricts its use to depot factories where chemical processing shops are available. This creates a need for a field-deployable solution.  This topic seeks the development of a portable touch-up method for applying electrolytic conversion coatings. The solution is critical for filling a technology gap for a method to apply, repair, and touch-up aluminum coatings at the fleet level, improving corrosion capabilities across all levels of aircraft manufacturing, maintenance, and rework operations.  The ideal solution should meet the following criteria:  • The method must prevent chemical spills, environmental release, operator exposure, and contamination of the maintenance area. • The process should be simple, cost-effective, easy to deploy to fleet maintenance sites, and require minimal operator training. • The process should generate minimal hazardous waste, and the equipment should be simplified and miniaturized as much as is practical. • The resulting coating must meet or exceed the corrosion performance requirements of MIL-DTL-81706. • The application method must not damage the underlying aluminum through pitting, fatigue loss, or other undesirable effects. • Primary aerospace aluminum alloys are 2000, 6000, and 7000 series aluminum alloys. However, the application method must perform equally well on all aluminum alloys. • The process must not use hexavalent chromium.",DON26BZ05-NV075,BOTH,SBIR,DOD,NAVY,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12858
"Multi-Core Parallel Processing for Sensor Fusion Architecture","The enhancement of target tracking, situational awareness, and decision-making in manned and autonomous systems is accomplished by fusing data from multiple sensors (homogeneous and heterogeneous). There are many complex issues within the implementation of sensor fusion, including, but not limited to, process latency, overprocessing of redundant data, and the inherent serial nature of current fusion architecture. To alleviate these issues, a prioritization ranking system is implemented to process higher valued tracks/data while dropping others. This forces a trade-off that risks track loss, leading to incomplete tracks and reduced situational awareness for operators in high-workload environment.  The objective is to develop a modular, platform-agnostic sensor fusion architecture that utilizes multi-core parallel processing to optimize data throughput and minimize latency. The system must support the parallel execution of both whole-task and sub-task fusion algorithms across multiple processing cores to maximize hardware utilization. The proposed architecture must demonstrate a significant reduction in process latency without the loss of fused track data or correlation accuracy.  Key requirements include: • Parallelization: Ability to decompose fusion tasks into sub-tasks (spatial-alignment, temporal correlation, and attribute fusion) for concurrent execution. • Track Integrity: Elimination of track loss currently caused by serial processing bottlenecks or aggressive data-prioritization filters. • Latency: Real-time processing capability to support operator’s decision-making in dynamic, complex environments. • Platform Integration: Size, Weight, and Power (SWaP) for the processing unit should be compatible with 5th-generation or later platforms (typically 0.5 to 1.0 cubic feet and 28V DC power). • Scalability: Design accommodates increasing number of data sources, including, but not limited to: o AESA Radar o Distributed Aperture Systems (DAS) o Electro-Optical Targeting Systems (EOTS)  Work produced in Phase II may become classified. Note: The prospective contractor(s) must be U.S. owned and operated with no foreign influence as defined by 32 U.S.C. § 2004.20 et seq., National Industrial Security Program Executive Agent and Operating Manual, unless acceptable mitigating procedures can and have been implemented and approved by the Defense Counterintelligence and Security Agency (DCSA) formerly Defense Security Service (DSS). The selected contractor and/or subcontractor must be able to acquire and maintain a secret level facility and Personnel Security Clearances. This will allow contractor personnel to perform on advanced phases of this project as set forth by DCSA and NAVAIR in order to gain access to classified information pertaining to the national defense of the United States and its allies; this will be an inherent requirement. The selected company will be required to safeguard classified material during the advanced phases of this contract IAW the National Industrial Security Program Operating Manual (NISPOM), which can be found at Title 32, Part 2004.20 of the Code of Federal Regulations.",DON26BZ05-NV077,BOTH,SBIR,DOD,NAVY,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12860
"DIRECT TO PHASE II: Persistent Non-Destructive Inspection System for Airfield Readiness and Foreign Object Debris Mitigation","Develop a sensor-based system to inspect and analyze airfield surfaces. The system will be evaluated on its ability to reproduce the Pavement Condition Index (PCI) – consistent assessments, aligned with ASTM D 5340 and applicable FAA Advisory Circular guidance, as currently used by airfields and funding sponsors to prioritize airfield maintenance and repair activities related to FOD generation. The system  will also be evaluated on its ability to detect, identify, and distinguish airfield surface features, including pavement markings, vegetation, and debris (FOD).   Any system developed must be capable of operating persistently without interfering with airfield operations. For the purposes of the topic, “without interfering” is defined as operating in a manner that does not require additional runway, taxiway, or apron closures; does not introduce operational delays; and does not increase operator burden. Any platform utilized must also be capable of transitioning to an autonomously operated system that can be integrated into a larger airfield management digital architecture, beginning the FOD Operational Decision Network.",DON26BZ05-DV085,BOTH,SBIR,DOD,NAVY,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12867
"Hoboken - SBIR XL","Modern underwater concrete construction has enabled the creation of large, durable maritime infrastructure, but current methods are slow, expensive, and environmentally intrusive, making them unsuitable for expeditionary or military operations. Traditional approaches rely on cast-in-place or precast elements, requiring extensive formwork, specialized equipment, and significant transportation of raw materials, which limits their applicability at greater depths and in austere environments. Recent advances in terrestrial 3D concrete printing have demonstrated rapid, flexible construction without formwork, but these systems are not yet adapted for underwater use due to challenges in materials, hardware, and environmental conditions. DARPA envisions a subsea harvest-to-print 3D construction system to address the critical limitations of current underwater construction methods. The future system will enable rapid, flexible, and environmentally conscious underwater 3D printing for expeditionary and commercial applications through development of state-of-the-art underwater construction equipment and by leveraging in situ seafloor sediments and seawater in concrete mixes. Building on the DARPA Trenton program’s demonstration of printable, low-binder concrete formulations using native sediments, this SBIR topic will develop and demonstrate fully submersible critical subsystems for a 3D concrete construction system in near-shore or medium depth environments. Key innovations for the integrated harvest-to-print system include sediment harvesting and processing, adaptive concrete formulation, marinized printing hardware, and real-time quality control.The Phase II program will fund the development and near-shore demonstration of critical subsystems, with each performer focusing on one or more of the following tracks. The goal is to demonstrate critical subsystems and lay the foundation for future development of a fully autonomous, deepwater-capable system.Program Constants (apply to all tracks):•	Proposed subsystems must be prototypable within $3M budgets per performer•	Solutions must be interoperable for future integration•	Marinization experience is favorable•	Proposed solutions must use seawater in concrete formulations•	Seafloor sediments include: o	Coarse, low water absorption sediments such as sand (<100µm)o	Fine, high-water absorption sediments such as clay (<50µm)Track 1: Marinized Underwater 3D Concrete Printer for Near-Shore Demonstration• Design, build, and demonstrate a fully submersible 3D concrete printer for operation at shallow depths (> 5 meters) near-shore up to medium depth (< 100 meters).• Architectures for this prototype can include topside-controlled material supply (sediment, binder, water) via hoses/cables or limited onboard storage, with the awareness that future iterations will move toward fully underwater harvest-to-print systems.• Demonstrate printing of a self-supporting structure (e.g., arch, wall, slab, or pile).• Include basic underwater deployment/retrieval and remote operation.Track 2: Sediment Transportation Subsystem• Develop a modular, marinized concrete transportation system that can effectively “pump” materials through a subsea harvest-to-print system, including through the 3D printer. Materials needing transport include: o Unprocessed, wet seafloor sedimentso Processed, dry seafloor sedimentso Low binder (= 20%) concrete mixes• Develop a sediment dewatering capability that can be incorporated in-line along the material transportation path.• Demonstrate compatibility with a range of sediment types and ability to deliver a consistent, pumpable mix.• Design for future automation; manual/semiautomatic operation is acceptable for Phase II.Track 3: In-Line Mixing and Quality Control at the Nozzle•	Develop an in-line, marinized, multi-part mixing system (at or near the nozzle) capable of handling variable seafloor sediment/binder ratios and ensuring homogeneous mix.• The system should be capable of handling both extremes of seafloor sediments and their concrete mixes.• Integrate basic sensors for real-time monitoring of mix quality (e.g., viscosity, flow rate, temperature).• Demonstrate ability to adjust mix parameters in response to sensor feedback (manual or semi-automated).Track 4: Sediment-Based Concrete Formulation and Data-Driven Optimization• Systematically characterize a representative library of locally available sediment types relevant to Hoboken program applications, including coarse, low-water-absorption sediments (e.g., sand, <100 µm) and fine, high-water-absorption sediments (e.g., clay, <50 µm), with particular emphasis on sediment types likely to be encountered in near-shore and expeditionary environments relevant to the target applications listed below.• Develop and execute a structured experimental matrix to evaluate the effects of sediment type, gradation, binder content, water-to-binder ratio, admixtures, and mix procedure on concrete printability (e.g., open time, extrudability, buildability, layer adhesion), compressive and flexural strength development, setting time, and durability under near-shore and underwater conditions.• Build a structured, machine-readable database of sediment physical and chemical properties, mix design parameters, processing conditions, and concrete performance metrics, designed from the outset to serve as a training and validation library for AI and machine learning models.• Ensure the training data library provides sufficient breadth and depth of coverage across relevant sediment types, environmental conditions, and target application performance requirements to support generalizable model training.• Develop a beta AI concrete formulation tool capable of: (a) predicting concrete compressive strength and printability metrics from input sediment characteristics and mix design parameters, and (b) recommending optimized mix designs for user-specified performance targets.• Collaborate with hardware performers to validate formulations through printing trials, provide mix designs compatible with hardware constraints, and contribute to joint interface definition.• Demonstrate successful underwater 3D printing of at least one structural element using a mix design recommended by the AI concrete formulation tool, conducted in coordination with at least one hardware track performer.Demonstrate successful underwater 3D printing of at least one structural element using an optimized formulation output through the AI concrete formulator. The AI tool should be developed with awareness that future iterations will move to onboard capability becoming part of feedback loops to dynamical monitor and adjust processes throughout the future harvest-to-print system.",DPA26BZ05-DV018,BOTH,SBIR,DOD,DARPA,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12871
"Open Architecture Platform for Underwater Vehicles for Rapid Adaptation, Collaborative Sensing, Navigation, and Autonomy","The maritime operational environment requires autonomous underwater platforms capable of executing a wide array of defense, commercial, and scientific missions without the constraints of traditional, proprietary architectures. Current systems often face limitations in payload flexibility, prolonged downtime for repairs, and challenges in multi-platform collaboration. This topic seeks the development of an AUV ecosystem that reduces mechanical complexity while maintaining strict control across the water column, including fixed-depth stationkeeping. Vehicle stability and predictable/reliable performance is key to getting usable data off the platform. To achieve operational agility at scale, the proposed platform must support an end-to-end mission lifecycle approach. This involves AI-driven mission optimization to configure the ideal vehicle build, physics-based pre-deployment simulation to mitigate operational risk, and automated data offloading to enable continuous fleet-wide learning.  The architecture must demonstrate the following critical capabilities:[Insert chart]",DPA26BZ05-DV021,BOTH,SBIR,DOD,DARPA,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12874
"Ultra-Sensitive Quantum Telemetry Receiver","The current constraints on telemetry frequency allocations, driven by Federal Communications Commission (FCC) spectrum auctioning to private cellular sectors, present a significant challenge for the Department of Defense (DoD), particularly within the Major Range Test and Facility Base (MRTFB) infrastructure. These challenges are further amplified in contested and congested environments, where signal fidelity, interference mitigation, and operational flexibility are critical for mission success. Traditional, or classical, telemetry systems face limitations in terms of bandwidth availability, signal sensitivity, and adaptability to shifting spectrum needs. As a result, the modernization of telemetry systems through cutting-edge technologies is essential to maintaining a competitive advantage.   This SBIR topic seeks to develop and validate an ultra-sensitive quantum telemetry receiver based on quantum sensing technologies, specifically utilizing Rydberg sensors. Quantum sensors represent a transformative approach due to their extreme sensitivity and intrinsic wide-band frequency operation capabilities, enabling them to exploit underutilized portions of the spectrum without reliance on traditional licensed frequency bands. This innovation provides a dual benefit: addressing bandwidth scarcity and significantly enhancing signal detection performance across a broad operational scope.  The desired outcome of this project is a fully validated prototype quantum telemetry receiver that can outperform classical systems with respect to signal-to-noise ratio (SNR), operational bandwidth, and environmental adaptability. Leveraging this solution will reduce the reliance on leased spectrum channels—a cost-intensive necessity in traditional systems—and preserve investments in existing telemetry infrastructure by enabling incremental upgrades rather than full system overhauls. Furthermore, this technology aligns with Air Force modernization priorities, including the integration of the Advanced Battle Management System (ABMS) to provide resilient, high-fidelity communications within the Joint All-Domain Command and Control (JADC2) architecture.   Initial TRL and Target TRL:    Initial TRL (at the beginning of Phase I): TRL 2 – Technology concept and/or application formulated.   Target TRL (at the end of Phase II): TRL 6 – System/subsystem model or prototype demonstrated in a relevant environment.   Phase I Efforts:    Conduct foundational research to define key performance parameters (KPPs) for a quantum telemetry receiver, focusing on sensitivity, bandwidth, noise mitigation, and signal fidelity.   Evaluate prospective quantum-based component technologies, such as Rydberg atomic sensors, to assess feasibility and identify candidate designs for further development.   Develop models and simulations to predict system performance under operational conditions, including contested electromagnetic environments.   Perform initial laboratory experiments to validate core concepts and benchmark against classical telemetry systems.  Phase I Minimum Deliverables:    Technical report detailing requirements definition, simulation results, and initial experimental findings.   Performance evaluation against baseline classical telemetry systems.   Preliminary design concept document outlining a scalable path toward prototype development in Phase II.   Phase II Efforts:    Develop and fabricate a prototype quantum telemetry receiver utilizing selected Rydberg sensor technologies and associated subsystems.   Conduct extensive validation testing under relevant environmental conditions, including broadband and high-congestion scenarios.   Integrate the prototype into an existing ABMS-compatible architecture for end-to-end operational assessment.   Establish transition agreements and partnerships with key Air Force stakeholders to facilitate implementation and potential production scaling.  Phase II Minimum Deliverables:    Prototype quantum telemetry receiver, validated through rigorous performance testing in operationally relevant settings.   Comprehensive technical documentation, including system operation and maintenance manuals.   Final report outlining prototype performance, transition feasibility, and cost-benefit analysis compared to legacy telemetry systems.   This initiative represents a critical advancement in quantum science and integrated network system-of-systems, addressing Strategic Communications and Test & Topic Review under the DoD’s Key Technology Areas. By exploiting untapped spectrum resources, enhancing signal fidelity, and enabling cost-efficient upgrades, this effort will provide AFTC/412TW with a path toward next-generation telemetry solutions that are resilient, scalable, and aligned with the DoD's long-term operational imperatives.",DAF26BZ05-NV028,BOTH,SBIR,DOD,USAF,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12878
"Cost-Effective Composite Joints with Tailorable Performance and Geometry","The Air Force seeks to enhance the performance, scalability, and cost-effectiveness of unitized composite structures by developing innovative manufacturing processes and carbon fiber architectures to advance composite joint technologies. Current solutions for composite pi-joints exhibit a tradeoff between geometric flexibility and mechanical performance. Existing back-to-back ""L"" joints provide customizable geometries but lower performance, while 3D woven pi-joints offer higher structural integrity but limited design flexibility. Both options impose significant cost and scalability constraints, which impede efforts to meet future Department of the Air Force (DAF) requirements for Autonomous Collaborative Platforms (ACP) and advanced weapons systems.This effort addresses these challenges by developing scalable and cost-effective composite joint technologies capable of tailoring geometry and achieving a wide range of performance envelopes. The focus will be on enabling the mass production of lightweight, durable, high-performance connections for composite airframes, facilitating the delivery of affordable, high-capability autonomous air vehicles, and advancing the DAF’s tactical air dominance and long-range strike capabilities. Successful implementation will advance the DAF’s capabilities to produce composite structures at scale while achieving desired mechanical and operational specifications.The solution will begin at a Technology Readiness Level (TRL) of 2, with fundamental research to explore design space and material configurations. By the conclusion of Phase II, the target TRL is 6, with validated prototypes demonstrated in a relevant operational environment. The primary Phase I objectives will include the identification of feasible manufacturing processes, preliminary design and testing of carbon fiber pi-joints, and a clear outline of geometric and performance constraints. Phase II efforts will expand to include refined fabrication methods, fabrication and testing of joint assemblies consisting of optimized carbon fiber preforms, and cost analysis to quantify the economic benefits of the new process at both low and high production rates.Phase I Activities:Perform a comprehensive literature review and trade study to benchmark current solutions for composite joints.Design and fabricate initial carbon fiber pi-joint test articles, demonstrating novel fiber architectures and/or manufacturing processes.Develop a preliminary process flow for converting dry fiber preforms into finished thermoplastic or thermoset composite pi-joints.Deliver a technical feasibility report including proposed geometries, material configurations, and cost projections.Phase II Activities:Optimize fiber architectures to expand design space and performance envelopes, meeting specific mission requirements.Develop and demonstrate scalable preform manufacturing processes, integrating advanced resin impregnation techniques.Fabricate additional pi-joint specimens tailored for diverse operational scenarios, including ACP airframe applications.Conduct standard joint mechanical testing to validate performance specifications.Provide cost models for low-rate initial production (LRIP) and high-rate surge production scenarios.Deliver detailed process documentation outlining geometric constraints, fabrication steps, and scalability considerations.Deliverables:Prototypes of carbon fiber pi-joints optimized for different geometries and performance targets.Tow path diagrams and material specifications for each delivered prototype.Mechanical test data, including failure envelopes under various loading conditions.Manufacturing process documentation, including a detailed breakdown of required equipment, materials, and processing steps.Cost analysis outlining the economics of low-rate and high-volume production pathways.By advancing from TRL 2 to TRL 6, this project will help the Air Force address critical needs for advanced composite airframes in future autonomous air systems and enhance the performance and affordability of U.S. defense platforms. Furthermore, the scalable and tailorable manufacturing processes developed under this effort will provide a significant leap forward in material innovation and design flexibility, directly supporting modernization priorities in advanced materials and manufacturing technologies.",DAF26BZ05-NV029,BOTH,SBIR,DOD,USAF,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12879
"Cable Connector Enhancement","It is widely known that the cable to board connection is a common failure prone interface for electronics systems due to the thermal and mechanical stress they are exposed to. For new designs this connection can be engineered such that risk is lowered as much as reasonably possible but for existing design, there are limited options to overcome the difficulty of maintaining a strong reliable electrical connection in stressful environments.  Potting PCBA and electronics assemblies offer great moisture, vibration and shock protection but when potting connectors the potting material is limited to the height of the connector below the electrical contact to prevent potting material from disrupting the connection between each end [3]. This ensures the board side of the connector is secure but not the full connection joint. That connection is still easily severed if it is strained beyond its mechanical limits, which for commercial grade connectors are a relatively low threshold. Commercial connectors could be swapped with more specialized connectors if they exist and the pad footprint on the board is still sufficient but removal of existing connectors from PCBAs still require considerable time for technicians. Reworking existing boards for the purpose of swapping the connector adds additional risk of board fallout from damage or thermal cycling. Repeated use of heat guns for removing and replacing a new connector or cable solution can degrade the heat affected zone and reduce reliability of the board and neighboring components. Especially for densely populated boards with limited distance from a connector to neighboring components which may prevent the use of a heat shield due to limited space. A heat shield can typically be used to avoid thermal and mechanical damage to adjacent components on a PCBA [4]   Other options have the connector removed entirely in favor of a direct solder connection, be the board to cable or board to board. Alternative joining methods to replace the connector connection such as Hot Bar Soldering (HBS) can be cumbersome in both time and resources for small production efforts for any singular design. HBS uses pulse heated to reflow the solder material between a PCBA and the wire to form a strong junction [1]. The Hot Bar Solder (HBS) process for any given design requires tooling, fixturing and a compatible Anisotropic Conductive Film (ACF); the space between conductors, minimum pad area, the plating and substrates involved. For an existing connector footprint within a design compatible ACF may not exist and may not be able to be sourced in reasonable quantities as ACF is commonly sold by the case. While recent advancement exists for mitigating use of ACF [2] other challenges remain with design the tooling and the rework required to remove existing connectors. The design of the tool shape is critically important to the temperature distribution across the reflow area and has significant impact on the resultant mechanical and electrical properties achieved [1]. Tooling design and fabrication iterations increase schedule requirements for assembly efforts with increasing difficulty for adequate tooling shape on densely populated boards. These different paths or full board redesign and fabrication are expensive, time consuming and limited solutions because they are assembly specific. To enhance prototyping and system integration efforts a more versatile and efficient solution is needed to address this deficiency.",DME26TZ05-NP001,BOTH,STTR,DOD,DMEA,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12906
"Compact Efficient High Energy Pulsed Laser","The primary goal of this STTR topic is to develop novel, effective methods for material ablation and penetration during airborne missions. This effort seeks innovations in long-pulse lasers intended for airborne platforms. The final deliverable will be a laser system provided to the Navy to explore the feasibility and military utility of this technology.  A successful project will document, design, and test a robust, turn-key, long-pulse laser system that meets the following performance specifications: • Pulse Energy: 10 J or greater • Repetition Rate: Tunable up to 40 kHz • Pulse Generation: Capable of producing single, on-demand pulses • Pulse Duration: Greater than 5 nanoseconds • Thermal Management: Must adequately manage heat while operating at high repetition rates and maximum power for a duration of at least 10 seconds. (Note: This duty cycle is significantly longer than commercially available systems.)  The resulting system must be engineered for practical field use with the following characteristics: • Compact - an optimal volume of approximately 80 inches long, 24 inches wide, and 24 inches high - with a clear path to packaging. • Maintainable and operable by non-laser specialists, i.e., basic operations (e.g., system startup and shutdown, changing the repetition rate) should not require a laser engineer to perform manual realignment of optical components. • Minimal required maintenance. (Note: If flashlamp pumping is used, the lamps must be exchangeable without the expertise of a laser engineer.)  Proposals should adhere to the following guidelines: • The highest priorities for this effort are repetition rate tunability and pulse energy. • Pulse duration and center frequency are flexible parameters but must be sufficient to demonstrate laser-material interactions. • If the requirements for all parameters are deemed infeasible, proposals should specify what can be achieved. Evaluations will be scored accordingly. • The use of commercial off-the-shelf (COTS) components is permitted; however, the project will require novel laser engineering to achieve the desired performance.  • Coherent beam combining is an acceptable approach to reach the specified pulse energies.",DON26TZ05-NV022,BOTH,STTR,DOD,NAVY,"September 23, 2026","August 5, 2026","August 26, 2026",https://www.dodsbirsttr.mil/topics-app/,Open,2026,https://www.sbir.gov/topics/12907
"NIH, CDC and FDA Small Business Innovation Research Grant (Parent SBIR [R43/R44] Clinical Trial Optional)","Background  The Small Business Innovation Research (SBIR) and Small Business Technology Transfer (STTR) programs (also known as America's Seed Fund) are major sources of early-stage funding for U.S. technology development and commercialization. By providing awards to SBCs, the SBIR program supports the commercialization of innovative technologies and strengthens U.S. small businesses. The National Institutes of Health (NIH), Centers for Disease Control and Prevention (CDC), and the Food and Drug Administration (FDA) use these programs to help US-owned and operated small businesses develop promising technologies and products that support their missions to enhance the health and well-being of all Americans. NIH, CDC and FDA are required to set-aside 3.2% of their extramural research budget for the SBIR program.  What this NOFO supports  This NOFO supports a small business to do the research and development (R&D) needed to develop a commercial product. The small business should propose to do the majority of the research or analytical effort, and the Program Director/Principal investigator (PD/PI) should be primarily employed by the small business. SBIR projects allow for limited research or analytical effort to be done by research partners or consultants. See eligibility requirements in Section III.    Small businesses should apply to STTR NOFO PA-27-102 if the project depends on a formal collaboration with a nonprofit research institution, such as a university. STTRs also allow the PD/PI of the project to be primarily employed by either the small business or nonprofit research partner. In both the SBIR and STTR programs, the award goes to the small business. Applicants are strongly encouraged to contact program staff prior to applying to help choose the best funding opportunity for their project.  The SBIR Program supports projects through multiple phases:  Phase I: Establish the technical merit and feasibility of the proposed R&D. Phase II: Continue R&D to advance toward commercialization. After Phase II, NIH expects small business concerns (SBCs) to fully commercialize the product or technology using non-SBIR/STTR funds (federal or non-federal).  This NOFO accepts SBIR Phase I, Phase II, Direct to Phase II (NIH only), and Fast-Track (NIH only), grant applications from eligible United States SBCs.  NIH Fast-Track: The NIH Fast-Track allows both Phase I and Phase II of a project to be submitted and reviewed together as one application to reduce or eliminate the funding gap between phases.   NIH Direct to Phase II: Small businesses that have already demonstrated scientific and technical merit and feasibility but have not received a Phase I SBIR or STTR for that project, can apply for a Direct to Phase II award. The NIH will accept Direct to Phase II applications regardless of the funding source for the work on which the proposed Phase II research is based. Direct to Phase II awards should be submitted as ""New"" applications and not continuations (""Renewal"") of Phase I SBIR or STTR projects.  Small businesses that are eligible to submit a Phase II application for projects that were supported with a Phase I SBIR or STTR award are expected to submit the regular Phase II application as a ""Renewal"" application based on the awarded Phase I SBIR or STTR project. Only one Phase II application may be awarded for a specific project supported by a Phase I award. SBIR Phase IIB Strategic Breakthrough grant applications should be submitted to PA-27-101.  Scientific and Technical Scope  Applications from eligible United States SBCs should propose a feasibility and/or R&D study that contributes to the missions of any NIH, CDC or FDA components participating in this NOFO. See NIH Institutes, Centers, and Offices and Small Business Funding Considerations and Contacts for Institute, Center, and Office (ICO) specific missions, interest areas, funding priorities, and funding considerations.  See the NIH Director's Statement of Priorities (https://www.nih.gov/about-nih/nih-director/statements/advancing-nihs-mission-through-unified-strategy), entitled ""Advancing NIH's Mission Through a Unified Strategy,"" the CDC Director's Statement of Priorities (https://www.cdc.gov/about/cdc/index.html), entitled ""CDC Priorities,"" and the FDA's Mission Statement (https://www.fda.gov/about-fda/what-we-do#mission), entitled ""FDA Mission.""  Applicants and recipients are encouraged to also refer to the Make Our Children Healthy Again Strategy (https://www.whitehouse.gov/maha/) when structuring their applications.  Staff within the NIH's Center for Scientific Review (CSR) office, the single receiving point for all NIH grant applications, will assign all applications to the most appropriate participating component. Applicants are not required to identify a potential awarding component prior to submission of the application but may request one on the Assignment Request Form. Applicants are encouraged to contact the appropriate NIH Institute, Center, or Office they believe is the best fit for their proposed research prior to submission.   Further information about the SBIR and STTR programs can be found at https://seed.nih.gov. Frequently asked questions are available to assist applicants and can answer many basic questions about the program.  Investigators proposing NIH-defined clinical trials may refer to the Research Methods Resources website for information about developing statistical methods and study designs.  Applications Not Responsive to this NOFO  The following types of applications are not responsive to this NOFO and will not be reviewed:  Applications to this Parent NOFO may include clinical trial(s). However, the following Institutes and Centers DO NOT ACCEPT clinical trials under this NOFO and applications that propose a clinical trial and only align with the mission of one of the following components are not responsive to this NOFO and will not be reviewed: National Institute of Arthritis and Musculoskeletal and Skin Diseases (NIAMS) National Institute of Dental and Craniofacial Research (NIDCR) National Center for Advancing Translational Sciences (NCATS) Division of Program Coordination, Planning and Strategic Initiatives, Office of Research Infrastructure Programs (ORIP) All participating components of the Food and Drug Administration (FDA) Center for Biologics Evaluation and Research (CBER/FDA) Center for Drug Evaluation and Research (CDER/FDA) Human Foods Program (HFP/FDA) Center for Devices and Radiological Health (CDRH/FDA) Center for Veterinary Medicine (CVM/FDA)",PA-27-100,BOTH,SBIR,HHS,,"April 6, 2027","May 28, 2026","August 5, 2026",https://simpler.grants.gov/opportunity/d1ba49e5-3684-4420-849a-ab2330ec493e,Open,2026,https://www.sbir.gov/topics/12563
