Topic Number,Topic Title,Branch,Program,Close Date,Description,Flags
DON26TZ05-NV023,Detection and Classification of Low Probability of Intercept radar waveforms using Field-Programmable Gate Array with Cognitive Techniques,NAVY,STTR,"September 23, 2026","DRFMs are typically used to characterize and jam adversarial radar signals. Detecting and classifying LPI waveforms with low latency from adversarial sources is critical to DRFM effectiveness, enabling optimization of jamming countermeasures based on the identified radar type.  Detecting and classifying LPI radar signals is non-trivial and requires significant computing power. Because LPI signals are typically low power, high duty cycle, and wideband, they require long integration times and high receiver sensitivity. While these Radio Frequency (RF) considerations are fundamental challenges in LPI detection, this effort will focus on signal processing techniques for LPI detection and implementation on a FPGA, with emphasis on detection methods.  Traditional signal processing methods include, but are not limited to, adaptive matched filtering with Fast Fourier Transform (FFT) frequency detection, various filter banks, autocorrelation, Wigner-Ville distribution, and cyclostationary processing. Leveraging FPGA technology may provide performance gains through more advanced cognitive techniques such as time-frequency analysis, convolutional neural networks (CNNs), and deep learning methods including long short-term memory (LSTM) networks. In fact, the FPGA is the ideal tool for this, since its hardware emulation of algorithms allows for real-time or near real-time performance.  DRFM RFSoCs targeted for Test and Evaluation (T&E) threat-representative flight systems can be retrofitted with this capability, as FPGAs can adapt hardware description language (HDL) from other implementations. Implementing this system on a DRFM platform presents challenges due to HDL requirements and the relatively recent adoption of direct-RF architectures to access wide frequency ranges.  The Airborne Threat Simulation Organization (ATSO) at the Naval Air Warfare Center, Weapons Division (NAWCWD), Point Mugu, California, is responsible for simulating real adversarial threats for Navy training. ATSO has access to extensive LPI waveform data that can support training, testing, and validation of deep learning algorithms, convolutional neural networks, or other knowledge-based techniques. Leveraging this a priori knowledge, the research institute point of contact, will identify, optimize, and develop cognitive algorithms suited to ATSO applications. If multiple algorithms are identified, they may be implemented in parallel.  Because real-time hyperparameter adjustment on the FPGA is not practical, neural network or cognitive techniques must be designed and trained on a high-compute PC or Linux platform, if required. Other algorithms not dependent on deep learning or cognitive techniques can be developed in hardware description language (HDL) and behaviorally simulated using software such as ModelSim. Benchmarking development metrics should be straightforward, as ATSO can provide ground truth data.  An evaluation kit of the Advanced Micro Devices (AMD) (formerly Xilinx) RFSoC is proposed to prototype this capability. The final deliverable will be a report assessing the feasibility and effectiveness of implementing advanced cognitive techniques on RFSoCs.",STTR: Requires RI partner | T0.4 Registration check
DON26TZ05-NV024,"Lightweight, Modular Fuel Cell Systems for Unmanned Aircraft Systems",NAVY,STTR,"September 23, 2026","The Navy and Marine Corps are actively seeking to enhance the range, endurance, and payload capacity of their unmanned aircraft systems (UAS). In recent years, hydrogen fuel cells have emerged as a promising technology for propulsion and power systems that can improve UAS operational capabilities [Refs 1-4].  While various fuel cell types exist, proton exchange membrane (PEM) fuel cells are most prominently used for UAS applications [Refs 5-6]. However, further improvements to performance and reliability are necessary before widespread adoption into the services. This STTR topic seeks to explore any fuel cell solution that can meet the key performance, reliability, and design metrics required for integration into military UAS.  The Navy is seeking a modular fuel cell system where the stack and balance-of-plant can be adjusted to meet a range of electrical power outputs from an initial 1kW to 20kW, with the potential to exceed 100kW.  Proposals should address the following key system parameters: • Full system power-to-weight ratio of 500 W/kg, including the thermal management system. • Overall efficiency of 50% or greater (versus the fuel’s lower heating value) when operating at half of the maximum power output. • Rugged and reliable, capable of achieving over 200 full on/off cycles and a lifetime of 1,000+ hours with minimal maintenance. • Startup and shutdown time of less than 10 minutes. • Capable of operation up to 15,000 feet altitude. • Safe and hardened for military UAS applications.  • Capable of starting and operating at both full power and idle in MIL-STD-810H basic hot and basic cold environments. • Adherence to shock and vibration requirements [Ref 7]. • An advanced monitoring and control system to autonomously optimize control parameters, maximize system performance, and provide health monitoring and diagnostics.  Additional Considerations: • While gaseous hydrogen is the expected fuel, solutions using other fuels will be considered, especially if they offer logistical benefits. • Preference will be given to systems with minimal thermal and audible signatures. • Additional consideration will be given to solutions that can withstand the high g-force requirements of tube-launched systems.",STTR: Requires RI partner | T0.3 ITAR | T0.4 Registration check
DAF26BX05-DV509,Power the space: high-voltage radiation hardened power switches for space power and propulsion,USAF,SBIR,"September 23, 2026","Historically, U.S. space dominance relied on a benign environment where assets operated statically to provide communication, intelligence, surveillance, reconnaissance (ISR), and positioning, navigation, and timing (PNT) functions. Today, space is a contested and active warfighting domain. In response, the U.S. Space Force (USSF) is adopting the ""Maneuver Without Regret"" (MWR) concept. Implementing MWR necessitates high-voltage architectures (200V–800V) to support next-generation Electric Propulsion (EP). Furthermore, space edge computing, a critical microelectronics technology that necessitates increased on-board power, is being developed to enhance autonomous decision-making for threat avoidance. USSF is also advancing Space-Based Solar Power (SBSP), aiming to beam solar energy via microwave or laser to contested terrestrial environments where traditional refueling is restricted. The transition from static to active space postures necessitates the transformation of space power systems. High-voltage (HV) power supplies and bus lines are critical for these applications, as size, weight, and power (SWaP) remain the primary constraints due to launch costs.   To demonstrate HV power systems in space, rad-hard power switches are critical enablers, and the state-of-the-art Si rad-hard power switches are derated to 350 V maximal. Since single event burnouts (SEB) caused by electrical field transience induced by heavy-ion radiation in space is the primary failure mechanism for HV power switches, it is desired to reduce the electrical field within the device through innovations with minimal penalty for the on resistance. Solutions with substantial increase of the on resistance is considered “derating,” which limits the efficiency - an important metric of this topic. ",T0.4 Registration check
OSW26BZ05-NV016,Desktop Instrument for Measuring Boresight Error as a Function of Incident Angle,OSD,SBIR,"September 23, 2026","The infrared (IR) tracking system of an interceptor vehicle works by determining the position of an object via the line of sight (LOS) between the vehicle and the object of interest and then feeding that information into the guidance system. In all cases there is a protective window or dome in front of the IR tracking system. If a temperature gradient is formed between the front side and the back side of this protective window, such as might occur in supersonic and hypersonic flight, the measured LOS between the vehicle and the object of interest will be different than the actual LOS, resulting in a missed interception. The degree of this difference is referred to as the boresight error, or BSE. To complicate matters further, as the vehicle’s angle changes, the BSE also changes, by an amount characterized by a quantity referred to as boresight error slope or BSES.1 Negative BSES tends to prevent the guidance system from accurately compensating for the BSE. To overcome this challenge, the DOW is exploring solutions in a variety of disciplines, including novel ceramic materials to replace the protective window and thereby minimize the BSE and BSES. Current testing facilities to assess the BSE and BSES of such IR window materials include wind tunnel and flight tests. These are effective but very costly and have limited time availability. Therefore, to reduce risk when such high-speed air flow tests are performed there is a need for measurements without high-speed air flow in a benchtop laboratory environment. This solicitation seeks to develop and deliver a desktop testing apparatus that would allow for iterative testing of the BSE and BSES of unmounted and mounted window materials as a function of temperature, incidence angle, and temperature gradient without high-speed air flow for DOW applications in supersonic and hypersonic environments. ",T0.4 Registration check
OSW26BZ05-DV018,Artificial Intelligence / Machine Learning (AI/ML)-Based Radar Data Compression,OSD,SBIR,"September 23, 2026","Next-generation radars (especially synthetic aperture radar (SAR)) collect data with massive data rates. Traditional image compression is not optimized for raw radar returns. Recent work extends neural compression to the complex SAR domain. Phase I is to explore autoencoder architectures for radar data using, for example, a complex-valued neural network encoder/decoder that learns to compress raw pulses or range-Doppler maps into a latent code with minimal distortion. The system could be trained on representative radar scenes to prioritize features important for detection and analysis. Phase I will benchmark compression ratios vs. classical methods. Phase II will implement the best model on embedded hardware for real-time compression (this could involve quantization aware training to reduce bit depth) and test it on live radar feeds, evaluating image and track fidelity after decompression. Phase III will integrate into fielded radars or data links, or onto hardware emulating Service radar systems, to dramatically lower bandwidth needs. Dual Use: This is valuable for any high-rate sensor (remote lidar, sensor webs); for example, compressing unmanned aerial vehicle (UAS) radar streams or compressing high resolution weather radar data for comms.",T0.4 Registration check
DON26BZ05-NV068,Intelligent Tools for Naval Aircrew Performance and Readiness,NAVY,SBIR,"September 23, 2026","Modern Naval Aviation operations place significant cognitive, physical, and psychological demands on aircrew tasked with operating sophisticated, highly integrated aircraft. While advanced training simulations exist, they often rely on static assessments or subjective observations, lacking the dynamic, predictive, and personalized capabilities needed to optimize aircrew readiness, prevent human factors-related issues, and mitigate physical and psychological injuries. Challenges such as cognitive overload, spatial disorientation, cognitive tunneling, fatigue, musculoskeletal injuries from prolonged vibration, and burnout—highlighted by recent research on helicopter aircrew—pose significant risks to mission success and safety, particularly in contested or degraded environments.  This topic seeks to develop an intelligent human performance system as a critical prehabilitation and protection tool, designed to augment and empower aeromedical officers in proactively managing aircrew readiness and well-being. The system will move beyond reactive responses to support aeromedical officers in optimizing aircrew performance through the following capabilities:  1. Proactive Performance Monitoring and Prediction: Leverage intelligent tools to continuously assess aircrew cognitive state, physical performance, and psychological response using physiological sensors, eye-tracking, performance metrics, voice analysis, and validated self-reported measures (e.g., Military Readiness Scale - MRS-15). Predict potential vulnerabilities based on historical data and real-time inputs, providing actionable insights for aeromedical officers to inform interventions. 2. Personalized Insights and Recommendations: Provide data-driven insights tailored to individual strengths, weaknesses, and predicted vulnerabilities. Aeromedical officers can use these insights to recommend personalized training protocols, prehabilitation exercises, cognitive conditioning, physical readiness programs, and psychological resilience strategies to mitigate fatigue, injury risk, and stress. 3. Human-System Vulnerability Identification: Analyze interactions between aircrew and aircraft systems to identify human-system interface shortcomings or cognitive biases under specific conditions. This data will enable aeromedical officers to recommend improvements in aircraft design, cockpit ergonomics, and aircrew training methodologies, addressing readiness gaps and supporting proactive mitigations. 4. Trust Calibration through Data Transparency: Provide transparent, objective data on aircrew performance and automated system behavior to foster appropriate levels of trust. Aeromedical officers can guide aircrew on when and how to rely on automation, preventing over-reliance or under-utilization, thereby enhancing operational safety and efficiency. 5. Building Resilience and Sustaining Readiness: Utilize continuous feedback and predictive analytics to support mental fortitude, adaptability, and decision-making in high-stakes situations. The system will actively contribute to long-term aircrew readiness and operational lifespan under the guidance of aeromedical support teams.  Proposed solutions should focus on fundamental research into innovative tools for intelligent human performance monitoring and prediction, along with methods for rigorously evaluating their impact on aircrew cognitive function, physical responses, psychological state, and mission performance. Emphasis should be placed on a human-centric approach, ensuring actionable insights, alignment with aeromedical and clinical practice guidelines, and measurable, sustainable improvements in aircrew readiness as part of a comprehensive program.",T0.3 ITAR | T0.4 Registration check
DON26BZ05-NV070,Multi-Frequency Coverage Unit with Broad Band Interference and Designed Canceller,NAVY,SBIR,"September 23, 2026","An innovative canceller unit is sought after in a CNI (Communications, Navigation, Identification) system and retains communication/connectivity in an on-board interference environment. Modern CNI systems can be frequency agile using rapid frequency hopping to reduce susceptibility to narrow band jamming. This canceller will retain connectivity/communication with other aircraft and ground CNI systems to at least 120nms apart. With this CNI system is a TDMA-based (Time Division Multiple Access) secure, high-speed digital data link and does multiple random hops frequency. This canceller must be capability to handle high power in both transmit (UHF) and receive (UHF + interference).  Work produced in Phase II may become classified. Note: The prospective contractor(s) must be U.S. owned and operated with no foreign influence as defined by 32 U.S.C. § 2004.20 et seq., National Industrial Security Program Executive Agent and Operating Manual, unless acceptable mitigating procedures can and have been implemented and approved by the Defense Counterintelligence and Security Agency (DCSA) formerly Defense Security Service (DSS). The selected contractor and/or subcontractor must be able to acquire and maintain a secret level facility and Personnel Security Clearances. This will allow contractor personnel to perform on advanced phases of this project as set forth by DCSA and NAVAIR in order to gain access to classified information pertaining to the national defense of the United States and its allies; this will be an inherent requirement. The selected company will be required to safeguard classified material during the advanced phases of this contract IAW the National Industrial Security Program Operating Manual (NISPOM), which can be found at Title 32, Part 2004.20 of the Code of Federal Regulations.",T0.3 CLASSIFIED | T0.3 NO FOREIGN INFLUENCE | T0.3 32 U.S.C. § 2004.20 | T0.4 Registration check
DON26BZ05-NV075,High Performance Electrolytic Coating Touch-Up Repairs for Aluminum,NAVY,SBIR,"September 23, 2026","Corrosion protection for aerospace aluminum primarily relies on two inorganic coatings: chromate conversion coating and anodize coatings. Anodizing provides a superior barrier against corrosion, especially in harsh salt-water environments. In contrast, chromate conversion coatings (e.g., Alodine, Iridite) offer less protection but are significantly easier to apply, requiring a simple, non-electrolytic chemical application.   This difference in application creates a maintenance challenge. Anodizing is a complex process generally restricted to depot or Original Equipment Manufacturer (OEM) production facilities. Field repairs on anodized components, which can comprise up to 5% of the surface area under MIL-PRF-8625, often fall back on the use of easier-to-apply chromate conversion coatings. Touch-up pens, in particular, are widely used in aviation maintenance, from large depots to resource-constrained fleet environments. However, when used on an anodized part, these chromate repairs create a point of weakness that is more susceptible to corrosion.  A third alternative, electrolytic conversion coating, has been developed to bridge the performance gap between these two methods. Recent studies at NAVAIR demonstrate that applying a small electrical current (several hundred milliamps per square foot) during the conversion coating process significantly enhances corrosion resistance. Currently, the equipment required for this process restricts its use to depot factories where chemical processing shops are available. This creates a need for a field-deployable solution.  This topic seeks the development of a portable touch-up method for applying electrolytic conversion coatings. The solution is critical for filling a technology gap for a method to apply, repair, and touch-up aluminum coatings at the fleet level, improving corrosion capabilities across all levels of aircraft manufacturing, maintenance, and rework operations.  The ideal solution should meet the following criteria:  • The method must prevent chemical spills, environmental release, operator exposure, and contamination of the maintenance area. • The process should be simple, cost-effective, easy to deploy to fleet maintenance sites, and require minimal operator training. • The process should generate minimal hazardous waste, and the equipment should be simplified and miniaturized as much as is practical. • The resulting coating must meet or exceed the corrosion performance requirements of MIL-DTL-81706. • The application method must not damage the underlying aluminum through pitting, fatigue loss, or other undesirable effects. • Primary aerospace aluminum alloys are 2000, 6000, and 7000 series aluminum alloys. However, the application method must perform equally well on all aluminum alloys. • The process must not use hexavalent chromium.",T0.4 Registration check
DON26BZ05-NV077,Multi-Core Parallel Processing for Sensor Fusion Architecture,NAVY,SBIR,"September 23, 2026","The enhancement of target tracking, situational awareness, and decision-making in manned and autonomous systems is accomplished by fusing data from multiple sensors (homogeneous and heterogeneous). There are many complex issues within the implementation of sensor fusion, including, but not limited to, process latency, overprocessing of redundant data, and the inherent serial nature of current fusion architecture. To alleviate these issues, a prioritization ranking system is implemented to process higher valued tracks/data while dropping others. This forces a trade-off that risks track loss, leading to incomplete tracks and reduced situational awareness for operators in high-workload environment.  The objective is to develop a modular, platform-agnostic sensor fusion architecture that utilizes multi-core parallel processing to optimize data throughput and minimize latency. The system must support the parallel execution of both whole-task and sub-task fusion algorithms across multiple processing cores to maximize hardware utilization. The proposed architecture must demonstrate a significant reduction in process latency without the loss of fused track data or correlation accuracy.  Key requirements include: • Parallelization: Ability to decompose fusion tasks into sub-tasks (spatial-alignment, temporal correlation, and attribute fusion) for concurrent execution. • Track Integrity: Elimination of track loss currently caused by serial processing bottlenecks or aggressive data-prioritization filters. • Latency: Real-time processing capability to support operator’s decision-making in dynamic, complex environments. • Platform Integration: Size, Weight, and Power (SWaP) for the processing unit should be compatible with 5th-generation or later platforms (typically 0.5 to 1.0 cubic feet and 28V DC power). • Scalability: Design accommodates increasing number of data sources, including, but not limited to: o AESA Radar o Distributed Aperture Systems (DAS) o Electro-Optical Targeting Systems (EOTS)  Work produced in Phase II may become classified. Note: The prospective contractor(s) must be U.S. owned and operated with no foreign influence as defined by 32 U.S.C. § 2004.20 et seq., National Industrial Security Program Executive Agent and Operating Manual, unless acceptable mitigating procedures can and have been implemented and approved by the Defense Counterintelligence and Security Agency (DCSA) formerly Defense Security Service (DSS). The selected contractor and/or subcontractor must be able to acquire and maintain a secret level facility and Personnel Security Clearances. This will allow contractor personnel to perform on advanced phases of this project as set forth by DCSA and NAVAIR in order to gain access to classified information pertaining to the national defense of the United States and its allies; this will be an inherent requirement. The selected company will be required to safeguard classified material during the advanced phases of this contract IAW the National Industrial Security Program Operating Manual (NISPOM), which can be found at Title 32, Part 2004.20 of the Code of Federal Regulations.",T0.3 CLASSIFIED | T0.3 NO FOREIGN INFLUENCE | T0.3 32 U.S.C. § 2004.20 | T0.4 Registration check
DPA26BZ05-DV018,Hoboken - SBIR XL,DARPA,SBIR,"September 23, 2026","Modern underwater concrete construction has enabled the creation of large, durable maritime infrastructure, but current methods are slow, expensive, and environmentally intrusive, making them unsuitable for expeditionary or military operations. Traditional approaches rely on cast-in-place or precast elements, requiring extensive formwork, specialized equipment, and significant transportation of raw materials, which limits their applicability at greater depths and in austere environments. Recent advances in terrestrial 3D concrete printing have demonstrated rapid, flexible construction without formwork, but these systems are not yet adapted for underwater use due to challenges in materials, hardware, and environmental conditions. DARPA envisions a subsea harvest-to-print 3D construction system to address the critical limitations of current underwater construction methods. The future system will enable rapid, flexible, and environmentally conscious underwater 3D printing for expeditionary and commercial applications through development of state-of-the-art underwater construction equipment and by leveraging in situ seafloor sediments and seawater in concrete mixes. Building on the DARPA Trenton program’s demonstration of printable, low-binder concrete formulations using native sediments, this SBIR topic will develop and demonstrate fully submersible critical subsystems for a 3D concrete construction system in near-shore or medium depth environments. Key innovations for the integrated harvest-to-print system include sediment harvesting and processing, adaptive concrete formulation, marinized printing hardware, and real-time quality control.The Phase II program will fund the development and near-shore demonstration of critical subsystems, with each performer focusing on one or more of the following tracks. The goal is to demonstrate critical subsystems and lay the foundation for future development of a fully autonomous, deepwater-capable system.Program Constants (apply to all tracks):•	Proposed subsystems must be prototypable within $3M budgets per performer•	Solutions must be interoperable for future integration•	Marinization experience is favorable•	Proposed solutions must use seawater in concrete formulations•	Seafloor sediments include: o	Coarse, low water absorption sediments such as sand (<100µm)o	Fine, high-water absorption sediments such as clay (<50µm)Track 1: Marinized Underwater 3D Concrete Printer for Near-Shore Demonstration• Design, build, and demonstrate a fully submersible 3D concrete printer for operation at shallow depths (> 5 meters) near-shore up to medium depth (< 100 meters).• Architectures for this prototype can include topside-controlled material supply (sediment, binder, water) via hoses/cables or limited onboard storage, with the awareness that future iterations will move toward fully underwater harvest-to-print systems.• Demonstrate printing of a self-supporting structure (e.g., arch, wall, slab, or pile).• Include basic underwater deployment/retrieval and remote operation.Track 2: Sediment Transportation Subsystem• Develop a modular, marinized concrete transportation system that can effectively “pump” materials through a subsea harvest-to-print system, including through the 3D printer. Materials needing transport include: o Unprocessed, wet seafloor sedimentso Processed, dry seafloor sedimentso Low binder (= 20%) concrete mixes• Develop a sediment dewatering capability that can be incorporated in-line along the material transportation path.• Demonstrate compatibility with a range of sediment types and ability to deliver a consistent, pumpable mix.• Design for future automation; manual/semiautomatic operation is acceptable for Phase II.Track 3: In-Line Mixing and Quality Control at the Nozzle•	Develop an in-line, marinized, multi-part mixing system (at or near the nozzle) capable of handling variable seafloor sediment/binder ratios and ensuring homogeneous mix.• The system should be capable of handling both extremes of seafloor sediments and their concrete mixes.• Integrate basic sensors for real-time monitoring of mix quality (e.g., viscosity, flow rate, temperature).• Demonstrate ability to adjust mix parameters in response to sensor feedback (manual or semi-automated).Track 4: Sediment-Based Concrete Formulation and Data-Driven Optimization• Systematically characterize a representative library of locally available sediment types relevant to Hoboken program applications, including coarse, low-water-absorption sediments (e.g., sand, <100 µm) and fine, high-water-absorption sediments (e.g., clay, <50 µm), with particular emphasis on sediment types likely to be encountered in near-shore and expeditionary environments relevant to the target applications listed below.• Develop and execute a structured experimental matrix to evaluate the effects of sediment type, gradation, binder content, water-to-binder ratio, admixtures, and mix procedure on concrete printability (e.g., open time, extrudability, buildability, layer adhesion), compressive and flexural strength development, setting time, and durability under near-shore and underwater conditions.• Build a structured, machine-readable database of sediment physical and chemical properties, mix design parameters, processing conditions, and concrete performance metrics, designed from the outset to serve as a training and validation library for AI and machine learning models.• Ensure the training data library provides sufficient breadth and depth of coverage across relevant sediment types, environmental conditions, and target application performance requirements to support generalizable model training.• Develop a beta AI concrete formulation tool capable of: (a) predicting concrete compressive strength and printability metrics from input sediment characteristics and mix design parameters, and (b) recommending optimized mix designs for user-specified performance targets.• Collaborate with hardware performers to validate formulations through printing trials, provide mix designs compatible with hardware constraints, and contribute to joint interface definition.• Demonstrate successful underwater 3D printing of at least one structural element using a mix design recommended by the AI concrete formulation tool, conducted in coordination with at least one hardware track performer.Demonstrate successful underwater 3D printing of at least one structural element using an optimized formulation output through the AI concrete formulator. The AI tool should be developed with awareness that future iterations will move to onboard capability becoming part of feedback loops to dynamical monitor and adjust processes throughout the future harvest-to-print system.",T0.3 ITAR | T0.4 Registration check
DPA26BZ05-DV021,"Open Architecture Platform for Underwater Vehicles for Rapid Adaptation, Collaborative Sensing, Navigation, and Autonomy",DARPA,SBIR,"September 23, 2026","The maritime operational environment requires autonomous underwater platforms capable of executing a wide array of defense, commercial, and scientific missions without the constraints of traditional, proprietary architectures. Current systems often face limitations in payload flexibility, prolonged downtime for repairs, and challenges in multi-platform collaboration. This topic seeks the development of an AUV ecosystem that reduces mechanical complexity while maintaining strict control across the water column, including fixed-depth stationkeeping. Vehicle stability and predictable/reliable performance is key to getting usable data off the platform. To achieve operational agility at scale, the proposed platform must support an end-to-end mission lifecycle approach. This involves AI-driven mission optimization to configure the ideal vehicle build, physics-based pre-deployment simulation to mitigate operational risk, and automated data offloading to enable continuous fleet-wide learning.  The architecture must demonstrate the following critical capabilities:[Insert chart]",T0.4 Registration check
DAF26BZ05-NV028,Ultra-Sensitive Quantum Telemetry Receiver,USAF,SBIR,"September 23, 2026","The current constraints on telemetry frequency allocations, driven by Federal Communications Commission (FCC) spectrum auctioning to private cellular sectors, present a significant challenge for the Department of Defense (DoD), particularly within the Major Range Test and Facility Base (MRTFB) infrastructure. These challenges are further amplified in contested and congested environments, where signal fidelity, interference mitigation, and operational flexibility are critical for mission success. Traditional, or classical, telemetry systems face limitations in terms of bandwidth availability, signal sensitivity, and adaptability to shifting spectrum needs. As a result, the modernization of telemetry systems through cutting-edge technologies is essential to maintaining a competitive advantage.   This SBIR topic seeks to develop and validate an ultra-sensitive quantum telemetry receiver based on quantum sensing technologies, specifically utilizing Rydberg sensors. Quantum sensors represent a transformative approach due to their extreme sensitivity and intrinsic wide-band frequency operation capabilities, enabling them to exploit underutilized portions of the spectrum without reliance on traditional licensed frequency bands. This innovation provides a dual benefit: addressing bandwidth scarcity and significantly enhancing signal detection performance across a broad operational scope.  The desired outcome of this project is a fully validated prototype quantum telemetry receiver that can outperform classical systems with respect to signal-to-noise ratio (SNR), operational bandwidth, and environmental adaptability. Leveraging this solution will reduce the reliance on leased spectrum channels—a cost-intensive necessity in traditional systems—and preserve investments in existing telemetry infrastructure by enabling incremental upgrades rather than full system overhauls. Furthermore, this technology aligns with Air Force modernization priorities, including the integration of the Advanced Battle Management System (ABMS) to provide resilient, high-fidelity communications within the Joint All-Domain Command and Control (JADC2) architecture.   Initial TRL and Target TRL:    Initial TRL (at the beginning of Phase I): TRL 2 – Technology concept and/or application formulated.   Target TRL (at the end of Phase II): TRL 6 – System/subsystem model or prototype demonstrated in a relevant environment.   Phase I Efforts:    Conduct foundational research to define key performance parameters (KPPs) for a quantum telemetry receiver, focusing on sensitivity, bandwidth, noise mitigation, and signal fidelity.   Evaluate prospective quantum-based component technologies, such as Rydberg atomic sensors, to assess feasibility and identify candidate designs for further development.   Develop models and simulations to predict system performance under operational conditions, including contested electromagnetic environments.   Perform initial laboratory experiments to validate core concepts and benchmark against classical telemetry systems.  Phase I Minimum Deliverables:    Technical report detailing requirements definition, simulation results, and initial experimental findings.   Performance evaluation against baseline classical telemetry systems.   Preliminary design concept document outlining a scalable path toward prototype development in Phase II.   Phase II Efforts:    Develop and fabricate a prototype quantum telemetry receiver utilizing selected Rydberg sensor technologies and associated subsystems.   Conduct extensive validation testing under relevant environmental conditions, including broadband and high-congestion scenarios.   Integrate the prototype into an existing ABMS-compatible architecture for end-to-end operational assessment.   Establish transition agreements and partnerships with key Air Force stakeholders to facilitate implementation and potential production scaling.  Phase II Minimum Deliverables:    Prototype quantum telemetry receiver, validated through rigorous performance testing in operationally relevant settings.   Comprehensive technical documentation, including system operation and maintenance manuals.   Final report outlining prototype performance, transition feasibility, and cost-benefit analysis compared to legacy telemetry systems.   This initiative represents a critical advancement in quantum science and integrated network system-of-systems, addressing Strategic Communications and Test & Topic Review under the DoD’s Key Technology Areas. By exploiting untapped spectrum resources, enhancing signal fidelity, and enabling cost-efficient upgrades, this effort will provide AFTC/412TW with a path toward next-generation telemetry solutions that are resilient, scalable, and aligned with the DoD's long-term operational imperatives.",T0.4 Registration check
DAF26BZ05-NV029,Cost-Effective Composite Joints with Tailorable Performance and Geometry,USAF,SBIR,"September 23, 2026","The Air Force seeks to enhance the performance, scalability, and cost-effectiveness of unitized composite structures by developing innovative manufacturing processes and carbon fiber architectures to advance composite joint technologies. Current solutions for composite pi-joints exhibit a tradeoff between geometric flexibility and mechanical performance. Existing back-to-back ""L"" joints provide customizable geometries but lower performance, while 3D woven pi-joints offer higher structural integrity but limited design flexibility. Both options impose significant cost and scalability constraints, which impede efforts to meet future Department of the Air Force (DAF) requirements for Autonomous Collaborative Platforms (ACP) and advanced weapons systems.This effort addresses these challenges by developing scalable and cost-effective composite joint technologies capable of tailoring geometry and achieving a wide range of performance envelopes. The focus will be on enabling the mass production of lightweight, durable, high-performance connections for composite airframes, facilitating the delivery of affordable, high-capability autonomous air vehicles, and advancing the DAF’s tactical air dominance and long-range strike capabilities. Successful implementation will advance the DAF’s capabilities to produce composite structures at scale while achieving desired mechanical and operational specifications.The solution will begin at a Technology Readiness Level (TRL) of 2, with fundamental research to explore design space and material configurations. By the conclusion of Phase II, the target TRL is 6, with validated prototypes demonstrated in a relevant operational environment. The primary Phase I objectives will include the identification of feasible manufacturing processes, preliminary design and testing of carbon fiber pi-joints, and a clear outline of geometric and performance constraints. Phase II efforts will expand to include refined fabrication methods, fabrication and testing of joint assemblies consisting of optimized carbon fiber preforms, and cost analysis to quantify the economic benefits of the new process at both low and high production rates.Phase I Activities:Perform a comprehensive literature review and trade study to benchmark current solutions for composite joints.Design and fabricate initial carbon fiber pi-joint test articles, demonstrating novel fiber architectures and/or manufacturing processes.Develop a preliminary process flow for converting dry fiber preforms into finished thermoplastic or thermoset composite pi-joints.Deliver a technical feasibility report including proposed geometries, material configurations, and cost projections.Phase II Activities:Optimize fiber architectures to expand design space and performance envelopes, meeting specific mission requirements.Develop and demonstrate scalable preform manufacturing processes, integrating advanced resin impregnation techniques.Fabricate additional pi-joint specimens tailored for diverse operational scenarios, including ACP airframe applications.Conduct standard joint mechanical testing to validate performance specifications.Provide cost models for low-rate initial production (LRIP) and high-rate surge production scenarios.Deliver detailed process documentation outlining geometric constraints, fabrication steps, and scalability considerations.Deliverables:Prototypes of carbon fiber pi-joints optimized for different geometries and performance targets.Tow path diagrams and material specifications for each delivered prototype.Mechanical test data, including failure envelopes under various loading conditions.Manufacturing process documentation, including a detailed breakdown of required equipment, materials, and processing steps.Cost analysis outlining the economics of low-rate and high-volume production pathways.By advancing from TRL 2 to TRL 6, this project will help the Air Force address critical needs for advanced composite airframes in future autonomous air systems and enhance the performance and affordability of U.S. defense platforms. Furthermore, the scalable and tailorable manufacturing processes developed under this effort will provide a significant leap forward in material innovation and design flexibility, directly supporting modernization priorities in advanced materials and manufacturing technologies.",T0.4 Registration check
